1,1,0
2,0,1
3,2,2
4,4,2
5,1,3
6,2,2
7,0,2
8,2,2
9,0,1
10,0,3
11,0,1
12,0,3
13,0,0
14,2,2
15,1,2
16,2,0
17,1,3
18,1,2
19,3,0
20,1,0
21,0,0
22,1,1
23,2,1
24,3,4
25,1,1
26,1,1
27,2,3
28,0,0
29,0,2
30,0,0
31,0,1
32,0,1
33,1,1
34,2,0
35,0,3
36,1,2
37,2,2
38,0,0
39,3,0
40,2,1
41,3,1
42,3,1
43,0,0
44,0,1
45,2,0
46,1,0
47,3,1
48,0,1
49,3,2
50,2,0
51,2,0
52,0,0
53,2,2
54,2,0
55,1,2
56,0,1
57,1,2
58,1,0
59,2,3
60,1,1
61,4,1
62,2,1
63,2,2
64,2,5
65,3,1
66,3,2
67,3,0
68,2,2
69,0,1
70,2,3
71,2,2
72,1,2
73,6,1
74,1,1
75,2,0
76,1,3
77,0,1
78,1,1
79,2,2
80,3,0
81,2,2
82,2,0
83,0,3
84,1,0
85,0,0
86,5,1
87,1,3
88,0,3
89,6,2
90,0,1
91,0,2
92,0,1
93,2,1
94,2,1
95,1,0
96,1,2
97,1,1
98,1,5
99,0,0
100,3,0
101,2,0
102,0,3
103,1,3
104,0,0
105,2,3
106,2,1
107,0,0
108,6,2
109,2,0
110,3,1
111,0,1
112,1,0
113,1,1
114,1,0
115,2,0
116,0,1
117,2,1
118,0,0
119,1,1
120,1,2
121,1,2
122,2,2
123,0,1
124,2,1
125,1,0
126,0,3
127,1,4
128,4,0
129,4,1
130,0,1
131,2,0
132,3,1
133,3,3
134,1,1
135,5,1
136,2,3
137,1,0
138,1,1
139,1,1
140,0,0
141,2,0
142,1,1
143,1,1
144,0,3
145,3,1
146,0,0
147,2,0
148,0,1
149,2,0
150,1,1
151,0,1
152,1,1
153,2,1
154,2,1
155,0,0
156,1,0
157,0,2
158,2,2
159,1,2
160,2,1
161,1,2
162,0,2
163,1,1
164,1,2
165,3,1
166,2,3
167,1,2
168,3,0
169,0,0
170,2,1
171,2,0
172,4,0
173,0,1
174,4,1
175,1,0
176,1,0
177,0,0
178,2,2
179,3,0
180,1,1
181,1,2
182,2,0
183,2,1
184,2,0
185,0,0
186,3,4
187,0,0
188,1,0
189,0,0
190,0,1
191,0,0
192,2,1
193,1,0
194,3,1
195,1,2
196,2,1
197,2,0
198,1,0
199,0,3
200,1,1
201,1,0
202,1,3
203,3,3
204,0,0
205,2,2
206,0,1
207,2,4
208,3,3
209,3,1
210,2,0
211,3,0
212,1,1
213,4,1
214,2,1
215,3,0
216,4,0
217,3,3
218,0,1
219,0,0
220,1,0
221,0,0
222,2,1
223,1,1
224,4,5
225,2,2
226,0,1
227,3,0
228,1,3
229,1,2
230,0,1
231,0,3
232,0,0
233,2,0
234,1,2
235,3,0
236,1,1
237,0,1
238,2,0
239,0,0
240,3,0
241,1,1
242,0,3
243,1,0
244,1,0
245,1,0
246,1,3
247,2,2
248,2,0
249,1,1
250,0,2
